productCode,casNum,compound,smiles,flashPoint,img,sds
SNT8110,1067-52-3,TRI-n-BUTYLMETHOXYTIN,C(CCC)[Sn](OC)(CCCC)CCCC,98,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8110.gif,https://s3.amazonaws.com/gelest/sds/SNT8110_GHS+US_English+US.pdf
SNT8120,1528-01-4,TRI-n-BUTYLMETHYLTIN,C(CCC)[Sn](C)(CCCC)CCCC,100,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8120.gif,https://s3.amazonaws.com/gelest/sds/SNT8120_GHS+US_English+US.pdf
SNT8130,688-73-3,TRI-n-BUTYLTIN HYDRIDE,C(CCC)[SnH](CCCC)CCCC,40,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8130.gif,https://s3.amazonaws.com/gelest/sds/SNT8130_GHS+US_English+US.pdf
SNT8159,3091-32-5,TRICYCLOHEXYLCHLOROTIN,C1(CCCCC1)[Sn](Cl)(C1CCCCC1)C1CCCCC1,150,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8159.gif,https://s3.amazonaws.com/gelest/sds/SNT8159_GHS+US_English+US.pdf
SNT8163,6056-50-4,TRICYCLOHEXYLTIN HYDRIDE,C1(CCCCC1)[SnH](C1CCCCC1)C1CCCCC1,105,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8163.gif,https://s3.amazonaws.com/gelest/sds/SNT8163_GHS+US_English+US.pdf
SNT8210,2767-54-6,TRIETHYLBROMOTIN,C(C)[Sn](Br)(CC)CC,99,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8210.gif,https://s3.amazonaws.com/gelest/sds/SNT8210_GHS+US_English+US.pdf
SNT8520,1066-45-1,TRIMETHYLCHLOROTIN,C[Sn](Cl)(C)C,97,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8520.gif,https://s3.amazonaws.com/gelest/sds/SNT8520_GHS+US_English+US.pdf
SNT8520.2,1066-45-1,TRIMETHYLCHLOROTIN,C[Sn](Cl)(C)C,14,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8520.2.gif,https://s3.amazonaws.com/gelest/sds/SNT8520.2_GHS+US_English+US.pdf
SNT8530,420-60-0,TRIMETHYLFLUOROTIN,C[Sn](F)(C)C,65,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8530.gif,https://s3.amazonaws.com/gelest/sds/SNT8530_GHS+US_English+US.pdf
SNT8565,811-73-4,TRIMETHYLIODOTIN,C[Sn](I)(C)C,65,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8565.gif,https://s3.amazonaws.com/gelest/sds/SNT8565_GHS+US_English+US.pdf
SNT8583,3342-67-4,TRI-n-PENTYLCHLOROTIN,C(CCCC)[Sn](Cl)(CCCCC)CCCCC,120,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8583.gif,https://s3.amazonaws.com/gelest/sds/SNT8583_GHS+US_English+US.pdf
SNT8585,17955-46-3,TRI-n-BUTYLSTANNYLTRIMETHYLSILANE,C(CCC)[Sn](CCCC)(CCCC)[Si](C)(C)C,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8585.gif,https://s3.amazonaws.com/gelest/sds/SNT8585_GHS+US_English+US.pdf
SNT8595,900-95-8,TRIPHENYLACETOXYTIN,C1(=CC=CC=C1)C(C(=O)O[Sn])(C1=CC=CC=C1)C1=CC=CC=C1,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8595.gif,https://s3.amazonaws.com/gelest/sds/SNT8595_GHS+US_English+US.pdf
SNT8623.5,63353-12-8,TRINEOPHYLTIN HYDRIDE,C(C(C)(C)C1=CC=CC=C1)[SnH](CC(C)(C)C1=CC=CC=C1)CC(C)(C)C1=CC=CC=C1,110,https://www.gelest.com:443/wp-content/uploads/SNT8623.5-600x454.png,https://s3.amazonaws.com/gelest/sds/SNT8623.5_GHS+US_English+US.pdf
SNT8624,2587-76-0,TRI-n-OCTYLCHLOROTIN,C(CCCCCCC)[Sn](Cl)(CCCCCCCC)CCCCCCCC,204,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8624.gif,https://s3.amazonaws.com/gelest/sds/SNT8624_GHS+US_English+US.pdf
SNT8650,639-58-7,TRIPHENYLCHLOROTIN,C1(=CC=CC=C1)[Sn](Cl)(C1=CC=CC=C1)C1=CC=CC=C1,70,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8650.gif,https://s3.amazonaws.com/gelest/sds/SNT8650_GHS+US_English+US.pdf
SNT8670,379-52-2,TRIPHENYLFLUOROTIN,C1(=CC=CC=C1)[Sn](F)(C1=CC=CC=C1)C1=CC=CC=C1,20,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8670.gif,https://s3.amazonaws.com/gelest/sds/SNT8670_GHS+US_English+US.pdf
SNT8680,76-87-9,TRIPHENYLHYDROXYTIN,C1(=CC=CC=C1)[Sn](O)(C1=CC=CC=C1)C1=CC=CC=C1,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8680.gif,https://s3.amazonaws.com/gelest/sds/SNT8680_GHS+US_English+US.pdf
SNT8683,894-09-7,TRIPHENYLIODOTIN,C1(=CC=CC=C1)[Sn](I)(C1=CC=CC=C1)C1=CC=CC=C1,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8683.gif,https://s3.amazonaws.com/gelest/sds/SNT8683_GHS+US_English+US.pdf
SNT8700,892-20-6,TRIPHENYLTIN HYDRIDE,C1(=CC=CC=C1)[SnH](C1=CC=CC=C1)C1=CC=CC=C1,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8700.gif,https://s3.amazonaws.com/gelest/sds/SNT8700_GHS+US_English+US.pdf
SNT8708,2279-76-7,TRI-n-PROPYLCHLOROTIN,C(CC)[Sn](Cl)(CCC)CCC,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNT8708.gif,https://s3.amazonaws.com/gelest/sds/SNT8708_GHS+US_English+US.pdf
SNV9100,7486-35-3,VINYLTRI-n-BUTYLTIN,C(=C)[Sn](CCCC)(CCCC)CCCC,110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SNV9100.gif,https://s3.amazonaws.com/gelest/sds/SNV9100_GHS+US_English+US.pdf
