casNum,compound,flashPoint,id,img,pre_smiles,productCode,sds,smiles
74113-77-2,(AMINOETHYLAMINOMETHYL)PHENETHYLTRIMETHOXYSILANE,110.0,molid64,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0588.0.gif,NCCNCCO[Si](OC)(OC)CCC1=CC=CC=C1,SIA0588.0,https://s3.amazonaws.com/gelest/sds/SIA0588.0_GHS+US_English+US.pdf,NCCNCCO[Si](OC)(OC)CCC1=CC=CC=C1
70240-34-5,N-(2-AMINOETHYL)-3-AMINOPROPYLMETHYLDIETHOXYSILANE,110.0,molid65,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0588.8.gif,NCCNCCC[Si](OCC)(OCC)C,SIA0588.8,https://s3.amazonaws.com/gelest/sds/SIA0588.8_GHS+US_English+US.pdf,NCCNCCC[Si](OCC)(OCC)C
3069-29-2,N-(2-AMINOETHYL)-3-AMINOPROPYLMETHYLDIMETHOXYSILANE,90.0,molid66,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0589.0.gif,NCCNCCC[Si](OC)(OC)C,SIA0589.0,https://s3.amazonaws.com/gelest/sds/SIA0589.0_GHS+US_English+US.pdf,NCCNCCC[Si](OC)(OC)C
68400-09-9,N-(2-AMINOETHYL)-3-AMINOPROPYLSILANETRIOL,110.0,molid67,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0590.0.gif,NCCNCCC[Si](O)(O)O,SIA0590.0,https://s3.amazonaws.com/gelest/sds/SIA0590.0_GHS+US_English+US.pdf,NCCNCCC[Si](O)(O)O
5089-72-5,N-(2-AMINOETHYL)-3-AMINOPROPYLTRIETHOXYSILANE,148.0,molid68,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0590.5.gif,NCCNCCC[Si](OCC)(OCC)OCC,SIA0590.5,https://s3.amazonaws.com/gelest/sds/SIA0590.5_GHS+US_English+US.pdf,NCCNCCC[Si](OCC)(OCC)OCC
,N-(2-AMINOETHYL)-3-AMINOPROPYLTRIMETHOXYSILANE-PROPYLTRIMETHOXYSILANE,110.0,molid71,https://www.gelest.com:443/wp-content/uploads/SIA0591.3-349x460.png,C(CC)[Si](OC)(OC)OC.NCCNCCC[Si](OC)(OC)OC,SIA0591.3,https://s3.amazonaws.com/gelest/sds/SIA0591.3_GHS+US_English+US.pdf,C(CC)[Si](OC)(OC)OC.NCCNCCC[Si](OC)(OC)OC
15129-36-9,N-(6-AMINOHEXYL)AMINOMETHYLTRIETHOXYSILANE,110.0,molid72,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0592.6.gif,NCCCCCCNC[Si](OCC)(OCC)OCC,SIA0592.6,https://s3.amazonaws.com/gelest/sds/SIA0592.6_GHS+US_English+US.pdf,NCCCCCCNC[Si](OCC)(OCC)OCC
51895-58-0,N-(6-AMINOHEXYL)AMINOPROPYLTRIMETHOXYSILANE,110.0,molid73,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0594.0.gif,NCCCCCCNCCC[Si](OC)(OC)OC,SIA0594.0,https://s3.amazonaws.com/gelest/sds/SIA0594.0_GHS+US_English+US.pdf,NCCCCCCNCCC[Si](OC)(OC)OC
121772-92-7,N-(2-AMINOETHYL)-11-AMINOUNDECYLTRIMETHOXYSILANE,150.0,molid74,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0595.0.gif,NCCNCCCCCCCCCCC[Si](OC)(OC)OC,SIA0595.0,https://s3.amazonaws.com/gelest/sds/SIA0595.0_GHS+US_English+US.pdf,NCCNCCCCCCCCCCC[Si](OC)(OC)OC
18166-02-4,AMINOMETHYLTRIMETHYLSILANE,9.0,molid75,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0596.0.gif,NC[Si](C)(C)C,SIA0596.0,https://s3.amazonaws.com/gelest/sds/SIA0596.0_GHS+US_English+US.pdf,NC[Si](C)(C)C
55648-29-8,3-(m-AMINOPHENOXY)PROPYLTRIMETHOXYSILANE,110.0,molid76,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0598.0.gif,NC=1C=C(OCCC[Si](OC)(OC)OC)C=CC1,SIA0598.0,https://s3.amazonaws.com/gelest/sds/SIA0598.0_GHS+US_English+US.pdf,NC=1C=C(OCCC[Si](OC)(OC)OC)C=CC1
70411-42-6,m-AMINOPHENYLTRIMETHOXYSILANE,180.0,molid77,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0599.0.gif,NC=1C=C(C=CC1)[Si](OC)(OC)OC,SIA0599.0,https://s3.amazonaws.com/gelest/sds/SIA0599.0_GHS+US_English+US.pdf,NC=1C=C(C=CC1)[Si](OC)(OC)OC
33976-43-1,p-AMINOPHENYLTRIMETHOXYSILANE,180.0,molid78,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0599.1.gif,NC1=CC=C(C=C1)[Si](OC)(OC)OC,SIA0599.1,https://s3.amazonaws.com/gelest/sds/SIA0599.1_GHS+US_English+US.pdf,NC1=CC=C(C=C1)[Si](OC)(OC)OC
33976-43-1,AMINOPHENYLTRIMETHOXYSILANE,180.0,molid79,https://www.gelest.com:443/wp-content/uploads/SIA0599.2-600x437.png,NCO[Si](OC)(OC)C1=CC=CC=C1,SIA0599.2,https://s3.amazonaws.com/gelest/sds/SIA0599.2_GHS+US_English+US.pdf,NCO[Si](OC)(OC)C1=CC=CC=C1
117559-36-1,3-AMINOPROPYLDIISOPROPYLETHOXYSILANE,100.0,molid80,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0602.0.gif,NCCC[Si](OCC)(C(C)C)C(C)C,SIA0602.0,https://s3.amazonaws.com/gelest/sds/SIA0602.0_GHS+US_English+US.pdf,NCCC[Si](OCC)(C(C)C)C(C)C
18306-79-1,3-AMINOPROPYLDIMETHYLETHOXYSILANE,73.0,molid81,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0603.0.gif,NCCC[Si](OCC)(C)C,SIA0603.0,https://s3.amazonaws.com/gelest/sds/SIA0603.0_GHS+US_English+US.pdf,NCCC[Si](OCC)(C)C
31024-26-7,3-AMINOPROPYLDIMETHYLMETHOXYSILANE,20.0,molid82,https://www.gelest.com:443/wp-content/uploads/SIA0603.6-600x188.png,NCCC[Si](OC)(C)C,SIA0603.6,https://s3.amazonaws.com/gelest/sds/SIA0603.6_GHS+US_English+US.pdf,NCCC[Si](OC)(C)C
42292-18-2,3-AMINOPROPYLMETHYLBIS(TRIMETHYLSILOXY)SILANE,110.0,molid83,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0604.5.gif,NCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C,SIA0604.5,https://s3.amazonaws.com/gelest/sds/SIA0604.5_GHS+US_English+US.pdf,NCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C
3179-76-8,3-AMINOPROPYLMETHYLDIETHOXYSILANE,85.0,molid84,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0605.0.gif,NCCC[Si](OCC)(OCC)C,SIA0605.0,https://s3.amazonaws.com/gelest/sds/SIA0605.0_GHS+US_English+US.pdf,NCCC[Si](OCC)(OCC)C
23029-21-2,3-AMINOPROPYLPENTAMETHYLDISILOXANE,65.0,molid85,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0607.0.gif,NCCC[Si](O[Si](C)(C)C)(C)C,SIA0607.0,https://s3.amazonaws.com/gelest/sds/SIA0607.0_GHS+US_English+US.pdf,NCCC[Si](O[Si](C)(C)C)(C)C
58160-99-9 / 29159-37-3,3-AMINOPROPYLSILANETRIOL,1.0,molid86,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0608.0.gif,NCCC[Si](O)(O)O,SIA0608.0,https://s3.amazonaws.com/gelest/sds/SIA0608.0_GHS+US_English+US.pdf,NCCC[Si](O)(O)O
919-30-2,3-AMINOPROPYLTRIETHOXYSILANE,104.0,molid87,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0610.0.gif,NCCC[Si](OCC)(OCC)OCC,SIA0610.0,https://s3.amazonaws.com/gelest/sds/SIA0610.0_GHS+US_English+US.pdf,NCCC[Si](OCC)(OCC)OCC
18187-14-9,3-AMINOPROPYLTRIMETHYLSILANE,59.0,molid90,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0612.0.gif,NCCC[Si](C)(C)C,SIA0612.0,https://s3.amazonaws.com/gelest/sds/SIA0612.0_GHS+US_English+US.pdf,NCCC[Si](C)(C)C
87994-64-7,3-AMINOPROPYLTRIS(METHOXYETHOXYETHOXY)SILANE,68.0,molid91,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0614.0.gif,NCCC[Si](OCCOCCOC)(OCCOCCOC)OCCOCCOC,SIA0614.0,https://s3.amazonaws.com/gelest/sds/SIA0614.0_GHS+US_English+US.pdf,NCCC[Si](OCCOCCOC)(OCCOCCOC)OCCOCCOC
25357-81-7,3-AMINOPROPYLTRIS(TRIMETHYLSILOXY)SILANE,110.0,molid92,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0620.0.gif,NCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,SIA0620.0,https://s3.amazonaws.com/gelest/sds/SIA0620.0_GHS+US_English+US.pdf,NCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C
3768-55-6,ANILINOTRIMETHYLSILANE,65.0,molid94,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0710.0.gif,N(C1=CC=CC=C1)[Si](C)(C)C,SIA0710.0,https://s3.amazonaws.com/gelest/sds/SIA0710.0_GHS+US_English+US.pdf,N(C1=CC=CC=C1)[Si](C)(C)C
1189556-60-2,(9)-ANTHRACENYLTRIMETHOXYSILANE,110.0,molid95,https://www.gelest.com:443/wp-content/uploads/SIA0730.0-507x460.png,C1=CC=CC2=CC3=CC=CC=C3C(=C12)[Si](OC)(OC)OC,SIA0730.0,https://s3.amazonaws.com/gelest/sds/SIA0730.0_GHS+US_English+US.pdf,C1=CC=CC2=CC3=CC=CC=C3C(=C12)[Si](OC)(OC)OC
1245946-78-4,(AZIDOMETHYL)PHENETHYLTRIMETHOXYSILANE,110.0,molid96,https://www.gelest.com:443/wp-content/uploads/SIA0774.0-600x247.png,N(=[N+]=[N-])CCO[Si](OC)(OC)CCC1=CC=CC=C1,SIA0770.0,https://s3.amazonaws.com/gelest/sds/SIA0770.0_GHS+US_English+US.pdf,N(=[N+]=[N-])CCO[Si](OC)(OC)CCC1=CC=CC=C1
83315-74-6,p-AZIDOMETHYLPHENYLTRIMETHOXYSILANE,110.0,molid97,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0775.0.gif,N(=[N+]=[N-])CC1=CC=C(C=C1)[Si](OC)(OC)OC,SIA0774.0,https://s3.amazonaws.com/gelest/sds/SIA0774.0_GHS+US_English+US.pdf,N(=[N+]=[N-])CC1=CC=C(C=C1)[Si](OC)(OC)OC
87576-94-1,(AZIDOMETHYL)TRIMETHYLSILANE,6.0,molid98,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0777.0.gif,N(=[N+]=[N-])C[Si](C)(C)C,SIA0775.0,https://s3.amazonaws.com/gelest/sds/SIA0775.0_GHS+US_English+US.pdf,N(=[N+]=[N-])C[Si](C)(C)C
83315-69-9,3-AZIDOPROPYLTRIETHOXYSILANE,110.0,molid99,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0780.0.gif,N(=[N+]=[N-])CCC[Si](OCC)(OCC)OCC,SIA0777.0,https://s3.amazonaws.com/gelest/sds/SIA0777.0_GHS+US_English+US.pdf,N(=[N+]=[N-])CCC[Si](OCC)(OCC)OCC
96550-26-4,6-AZIDOSULFONYLHEXYLTRIETHOXYSILANE,114.0,molid100,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0790.0.gif,N(=[N+]=[N-])S(=O)(=O)CCCCCC[Si](OCC)(OCC)OCC,SIA0780.0,https://s3.amazonaws.com/gelest/sds/SIA0780.0_GHS+US_English+US.pdf,N(=[N+]=[N-])S(=O)(=O)CCCCCC[Si](OCC)(OCC)OCC
68479-60-7,4-(AZIDOSULFONYL)PHENETHYLTRIMETHOXYSILANE,29.0,molid101,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/SIA0795.0.gif,N(=[N+]=[N-])S(=O)(=O)C1=CC=C(CC[Si](OC)(OC)OC)C=C1,SIA0790.0,https://s3.amazonaws.com/gelest/sds/SIA0790.0_GHS+US_English+US.pdf,N(=[N+]=[N-])S(=O)(=O)C1=CC=C(CC[Si](OC)(OC)OC)C=C1
591-87-7,Allyl acetate,11.0,molid102,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEA0015.gif,C(C)(=O)OCC=C,ENEA0015,https://s3.amazonaws.com/gelest/sds/ENEA0015_GHS+US_English+US.pdf,C(C)(=O)OCC=C
999-55-3,Allyl acrylate,32.0,molid103,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEA0020.gif,C(C=C)(=O)OCC=C,ENEA0020,https://s3.amazonaws.com/gelest/sds/ENEA0020_GHS+US_English+US.pdf,C(C=C)(=O)OCC=C
300-57-2,Allylbenzene,40.0,molid104,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEA0040.gif,C(C=C)C1=CC=CC=C1,ENEA0040,https://s3.amazonaws.com/gelest/sds/ENEA0040_GHS+US_English+US.pdf,C(C=C)C1=CC=CC=C1
106-95-6,Allyl bromide,2.0,molid105,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEA0050.gif,C(C=C)Br,ENEA0050,https://s3.amazonaws.com/gelest/sds/ENEA0050_GHS+US_English+US.pdf,C(C=C)Br
40630-82-8,Allyl 2-bromo-2-methylpropionate,64.0,molid106,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEA0055.gif,BrC(C(=O)OCC=C)(C)C,ENEA0055,https://s3.amazonaws.com/gelest/sds/ENEA0055_GHS+US_English+US.pdf,BrC(C(=O)OCC=C)(C)C
107-05-1,Allyl chloride,31.0,molid107,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEA0070.gif,C(C=C)Cl,ENEA0070,https://s3.amazonaws.com/gelest/sds/ENEA0070_GHS+US_English+US.pdf,C(C=C)Cl
106-92-3,Allyl glycidyl ether,57.0,molid108,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEA0080.gif,C(C1CO1)OCC=C,ENEA0080,https://s3.amazonaws.com/gelest/sds/ENEA0080_GHS+US_English+US.pdf,C(C1CO1)OCC=C
1476-23-9,Allyl isocyanate,43.0,molid109,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEA0090.gif,C(C=C)N=C=O,ENEA0090,https://s3.amazonaws.com/gelest/sds/ENEA0090_GHS+US_English+US.pdf,C(C=C)N=C=O
96-05-9,Allyl methacrylate,39.0,molid110,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEA0120.gif,C(C(=C)C)(=O)OCC=C,ENEA0120,https://s3.amazonaws.com/gelest/sds/ENEA0120_GHS+US_English+US.pdf,C(C(=C)C)(=O)OCC=C
111-45-5,2-Allyloxyethanol,66.0,molid111,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEA0200.gif,C(C=C)OCCO,ENEA0200,https://s3.amazonaws.com/gelest/sds/ENEA0200_GHS+US_English+US.pdf,C(C=C)OCCO
175668-89-0,2-(Allyloxymethyl)tetrahydrofuran,40.0,molid112,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEA0250.gif,C(C=C)OCC1OCCC1,ENEA0250,https://s3.amazonaws.com/gelest/sds/ENEA0250_GHS+US_English+US.pdf,C(C=C)OCC1OCCC1
1736-60-3,Allylpentafluorobenzene,43.0,molid113,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEA0378.gif,C(C=C)C1=C(C(=C(C(=C1F)F)F)F)F,ENEA0378,https://s3.amazonaws.com/gelest/sds/ENEA0378_GHS+US_English+US.pdf,C(C=C)C1=C(C(=C(C(=C1F)F)F)F)F
1746-13-0,ALLYLPHENYL ETHER,66.0,molid114,https://www.gelest.com:443/wp-content/uploads/ENEA0380-460x460.png,C(C=C)OC1=CC=CC=C1,ENEA0380,https://s3.amazonaws.com/gelest/sds/ENEA0380_GHS+US_English+US.pdf,C(C=C)OC1=CC=CC=C1
7539-12-0,Allylsuccinic anhydride,145.0,molid115,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEA0430.gif,C(C=C)C1C(=O)OC(C1)=O,ENEA0430,https://s3.amazonaws.com/gelest/sds/ENEA0430_GHS+US_English+US.pdf,C(C=C)C1C(=O)OC(C1)=O
5162-44-7,4-Bromo-1-butene,1.0,molid116,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEB0525.gif,BrCCC=C,ENEB0525,https://s3.amazonaws.com/gelest/sds/ENEB0525_GHS+US_English+US.pdf,BrCCC=C
4117-09-3,7-Bromo-1-heptene,58.0,molid117,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEB0550.gif,BrCCCCCC=C,ENEB0550,https://s3.amazonaws.com/gelest/sds/ENEB0550_GHS+US_English+US.pdf,BrCCCCCC=C
1119-51-3,5-Bromo-1-pentene,30.0,molid118,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEB0555.gif,BrCCCC=C,ENEB0555,https://s3.amazonaws.com/gelest/sds/ENEB0555_GHS+US_English+US.pdf,BrCCCC=C
7766-50-9,11-Bromo-1-undecene,113.0,molid119,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEB0570.gif,BrCCCCCCCCCC=C,ENEB0570,https://s3.amazonaws.com/gelest/sds/ENEB0570_GHS+US_English+US.pdf,BrCCCCCCCCCC=C
109-75-1,3-Butenenitrile,24.0,molid120,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEB0575.gif,C(CC=C)#N,ENEB0575,https://s3.amazonaws.com/gelest/sds/ENEB0575_GHS+US_English+US.pdf,C(CC=C)#N
627-27-0,3-Buten-1-ol,33.0,molid121,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEB0580.gif,C(CC=C)O,ENEB0580,https://s3.amazonaws.com/gelest/sds/ENEB0580_GHS+US_English+US.pdf,C(CC=C)O
110-83-8,Cyclohexene,12.0,molid122,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEC0620.gif,C1=CCCCC1,ENEC0620,https://s3.amazonaws.com/gelest/sds/ENEC0620_GHS+US_English+US.pdf,C1=CCCCC1
142-29-0,Cyclopentene,29.0,molid123,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEC0650.gif,C1=CCCC1,ENEC0650,https://s3.amazonaws.com/gelest/sds/ENEC0650_GHS+US_English+US.pdf,C1=CCCC1
872-05-9,1-Decene,44.0,molid124,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENED0720.gif,C=CCCCCCCCC,ENED0720,https://s3.amazonaws.com/gelest/sds/ENED0720_GHS+US_English+US.pdf,C=CCCCCCCCC
112-41-4,1-Dodecene,73.0,molid125,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENED0880.gif,C=CCCCCCCCCCC,ENED0880,https://s3.amazonaws.com/gelest/sds/ENED0880_GHS+US_English+US.pdf,C=CCCCCCCCCCC
5048-44-2,11-Dodecenenitrile,110.0,molid126,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENED0920.gif,C(CCCCCCCCCC=C)#N,ENED0920,https://s3.amazonaws.com/gelest/sds/ENED0920_GHS+US_English+US.pdf,C(CCCCCCCCCC=C)#N
3452-07-1,1-Eicosene,110.0,molid127,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEE1020.gif,C=CCCCCCCCCCCCCCCCCCC,ENEE1020,https://s3.amazonaws.com/gelest/sds/ENEE1020_GHS+US_English+US.pdf,C=CCCCCCCCCCCCCCCCCCC
18328-90-0,N-Ethyl-(2-methylallyl)amine,7.0,molid128,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEE1040.gif,C(C)NCC(=C)C,ENEE1040,https://s3.amazonaws.com/gelest/sds/ENEE1040_GHS+US_English+US.pdf,C(C)NCC(=C)C
109-92-2,ETHYLVINYL ETHER,46.0,molid129,https://www.gelest.com:443/wp-content/uploads/ENEE1060.png,C(C)OC=C,ENEE1060,https://s3.amazonaws.com/gelest/sds/ENEE1060_GHS+US_English+US.pdf,C(C)OC=C
592-76-7,1-Heptene,9.0,molid130,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEH1110.gif,C=CCCCCC,ENEH1110,https://s3.amazonaws.com/gelest/sds/ENEH1110_GHS+US_English+US.pdf,C=CCCCCC
18835-33-1,1-Hexacosene,214.0,molid131,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEH1140.gif,C=CCCCCCCCCCCCCCCCCCCCCCCCC,ENEH1140,https://s3.amazonaws.com/gelest/sds/ENEH1140_GHS+US_English+US.pdf,C=CCCCCCCCCCCCCCCCCCCCCCCCC
629-73-2,1-Hexadecene,132.0,molid132,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEH1170.gif,C=CCCCCCCCCCCCCCC,ENEH1170,https://s3.amazonaws.com/gelest/sds/ENEH1170_GHS+US_English+US.pdf,C=CCCCCCCCCCCCCCC
592-41-6,1-Hexene,25.0,molid133,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEH1200.gif,C=CCCCC,ENEH1200,https://s3.amazonaws.com/gelest/sds/ENEH1200_GHS+US_English+US.pdf,C=CCCCC
107-39-1,Isooctene,4.0,molid134,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEI1470.gif,C(=C)(C)CC(C)(C)C,ENEI1470,https://s3.amazonaws.com/gelest/sds/ENEI1470_GHS+US_English+US.pdf,C(=C)(C)CC(C)(C)C
513-42-8,Methallyl alcohol,32.0,molid135,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEM2020.gif,C(C(C)=C)O,ENEM2020,https://s3.amazonaws.com/gelest/sds/ENEM2020_GHS+US_English+US.pdf,C(C(C)=C)O
563-47-3,Methallyl chloride,10.0,molid136,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEM2040.gif,C(C(C)=C)Cl,ENEM2040,https://s3.amazonaws.com/gelest/sds/ENEM2040_GHS+US_English+US.pdf,C(C(C)=C)Cl
1319736-08-7,11-(Methoxyethoxy)undecene,110.0,molid137,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEM2050.gif,COCCOCCCCCCCCCC=C,ENEM2050,https://s3.amazonaws.com/gelest/sds/ENEM2050_GHS+US_English+US.pdf,COCCOCCCCCCCCCC=C
513-35-9,2-Methyl-2-butene,45.0,molid138,https://www.gelest.com:443/wp-content/uploads/ENEM2100.png,CC(C)=CC,ENEM2100,https://s3.amazonaws.com/gelest/sds/ENEM2100_GHS+US_English+US.pdf,CC(C)=CC
16529-56-9,2-Methyl-3-butenenitrile,15.0,molid139,https://www.gelest.com:443/wp-content/uploads/ENEM2120.png,CC(C#N)C=C,ENEM2120,https://s3.amazonaws.com/gelest/sds/ENEM2120_GHS+US_English+US.pdf,CC(C#N)C=C
210573-39-0,7-Methylenepentadecane,110.0,molid140,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEM2230.gif,C=C(CCCCCC)CCCCCCCC,ENEM2230,https://s3.amazonaws.com/gelest/sds/ENEM2230_GHS+US_English+US.pdf,C=C(CCCCCC)CCCCCCCC
111-81-9,Methyl 10-undecenoate,115.0,molid141,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEM2450.gif,C(CCCCCCCCC=C)(=O)OC,ENEM2450,https://s3.amazonaws.com/gelest/sds/ENEM2450_GHS+US_English+US.pdf,C(CCCCCCCCC=C)(=O)OC
558-37-2,Neohexene,32.0,molid142,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEN3030.gif,C=CC(C)(C)C,ENEN3030,https://s3.amazonaws.com/gelest/sds/ENEN3030_GHS+US_English+US.pdf,C=CC(C)(C)C
498-66-8,Norbornene,7.0,molid143,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEN3060.gif,C12C=CC(CC1)C2,ENEN3060,https://s3.amazonaws.com/gelest/sds/ENEN3060_GHS+US_English+US.pdf,C12C=CC(CC1)C2
111-66-0,1-Octene,21.0,molid146,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEO3280.gif,C=CCCCCCC,ENEO3280,https://s3.amazonaws.com/gelest/sds/ENEO3280_GHS+US_English+US.pdf,C=CCCCCCC
123-48-8/91053-01-9,PENTAMETHYLHEPTENE,42.0,molid147,https://www.gelest.com:443/wp-content/uploads/ENEP3380-460x460.png,CC(C(=C(C)C)C)(CCCC)C,ENEP3380,https://s3.amazonaws.com/gelest/sds/ENEP3380_GHS+US_English+US.pdf,CC(C(=C(C)C)C)(CCCC)C
109-67-1,1-Pentene,51.0,molid148,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEP3400.gif,C=CCCC,ENEP3400,https://s3.amazonaws.com/gelest/sds/ENEP3400_GHS+US_English+US.pdf,C=CCCC
19430-93-4,(Perfluorobutyl)ethylene,7.0,molid149,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEP3510.gif,FC(C(C(C(F)(F)F)(F)F)(F)F)(F)C=C,ENEP3510,https://s3.amazonaws.com/gelest/sds/ENEP3510_GHS+US_English+US.pdf,FC(C(C(C(F)(F)F)(F)F)(F)F)(F)C=C
30389-25-4,(Perfluorodecyl)ethylene,125.0,molid150,https://www.gelest.com:443/wp-content/uploads/ENEP3520-600x163.png,FC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)C=C,ENEP3520,https://s3.amazonaws.com/gelest/sds/ENEP3520_GHS+US_English+US.pdf,FC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)C=C
25291-17-2,(Perfluorohexyl)ethylene,21.0,molid151,https://www.gelest.com:443/wp-content/uploads/ENEP3530-600x243.png,FC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)C=C,ENEP3530,https://s3.amazonaws.com/gelest/sds/ENEP3530_GHS+US_English+US.pdf,FC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)C=C
21652-58-4,(Perfluorooctyl)ethylene,125.0,molid152,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEP3550.gif,FC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)C=C,ENEP3550,https://s3.amazonaws.com/gelest/sds/ENEP3550_GHS+US_English+US.pdf,FC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)C=C
768-56-9,4-Phenyl-1-butene,57.0,molid153,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEP3610.gif,C1(=CC=CC=C1)CCC=C,ENEP3610,https://s3.amazonaws.com/gelest/sds/ENEP3610_GHS+US_English+US.pdf,C1(=CC=CC=C1)CCC=C
1588-44-9,6-Phenyl-1-hexene,65.0,molid154,https://www.gelest.com:443/wp-content/uploads/product_thumbnails/ENEP3630.gif,C1(=CC=CC=C1)CCCCC=C,ENEP3630,https://s3.amazonaws.com/gelest/sds/ENEP3630_GHS+US_English+US.pdf,C1(=CC=CC=C1)CCCCC=C
