id,smiles,calc
molid528,C1[C@@H]2[C@H](COS(=O)O1)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,-9.785
molid529,CC(=O)c1ccc(cc1)OC,-6.575
molid530,C=CCO,-3.286
molid531,CCSC,0.386
molid532,CCCCCOC(=O)C,-2.565
molid533,c1c(cc(c(c1Cl)Cl)Cl)Cl,0.136
molid534,CC(=O)c1ccccc1,-5.078
molid535,CCCl,0.775
molid536,CCCC1CCCC1,2.102
molid537,c1c(cc(cc1Cl)Cl)Cl,0.326
molid538,CCCOC(=O)c1ccc(cc1)O,-8.945
molid539,c1cc(cc(c1)Cl)O,-5.018
molid540,CC(C)CCO,-3.237
molid541,CCCCCN,-2.835
molid542,Cc1c(c(=O)n(c(=O)[nH]1)C(C)(C)C)Cl,-13.769
molid543,CC(C)CCC(C)(C)C,2.97
molid544,CCCCOCCO,-3.85
molid545,C1[C@@H]2[C@H]3[C@@H]([C@H]1[C@H]4[C@@H]2O4)[C@@]5(C(=C([C@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl,-5.178999999999999
molid546,c1ccc(cc1)C(=O)N,-10.412
molid547,CC(C)[N+](=O)[O-],-1.7409999999999999
molid548,C(C(CO)O)O,-10.14
molid549,CCCI,-0.44299999999999995
molid550,COCCN,-5.027
molid551,C(C(Cl)(Cl)Cl)Cl,-0.091
molid552,CCC(=O)OC,-3.6519999999999997
molid553,C1CCCC1,1.6480000000000001
molid554,CCc1cccnc1,-2.965
molid555,Cc1cc(cnc1)C,-2.8689999999999998
molid556,COCCO,-4.686
molid557,COC=O,-4.0280000000000005
molid558,c1ccc2cc(ccc2c1)N,-8.003
molid559,Cc1c[nH]cn1,-8.205
molid560,Cc1cccc(c1)[N+](=O)[O-],-3.278
molid561,C(CCCl)CCl,-0.40399999999999997
molid562,CC(=O)CO[N+](=O)[O-],-5.362
molid563,CC(C)(C)c1ccccc1,-0.8029999999999999
molid564,CCCCCC(=O)OC,-3.299
molid565,C[C@@H](C(F)(F)F)O,-3.5180000000000002
molid566,CCCCCBr,0.8240000000000001
molid567,CCCCCCC=C,2.895
molid568,CC1=CC(=O)[C@@H](CC1)C(C)C,-3.825
molid569,CC(C)O,-3.427
molid570,CCCCCCN,-2.772
molid571,C(CO[N+](=O)[O-])CO[N+](=O)[O-],-5.322
molid572,Cc1ccc(c(c1)C)O,-4.98
molid573,CCCCCO,-3.054
molid574,CCC[C@@H](C)O,-2.945
molid575,CCCC[C@@H](C)CC,3.03
molid576,C[C@@H](c1ccc(cc1)CC(C)C)C(=O)O,-10.857000000000001
molid577,CCOC(=O)C[C@H](C(=O)OCC)SP(=S)(OC)OC,-11.194
molid578,Cc1ccc(cc1C)O,-5.471
molid579,Cc1cc(ccc1Cl)O,-5.14
molid580,CCCC/C=C/C,2.78
molid581,CCCOCCC,-0.004
molid582,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,-3.35
molid583,CCNc1nc(nc(n1)SC)NC(C)(C)C,-9.271
molid584,CC(C)CC(C)(C)C,2.542
molid585,CCCCC(=O)CCCC,-2.364
molid586,CCCCN(CC)C(=O)SCCC,-4.573
molid587,CCCCCC=C,2.761
molid588,CC(C)OC=O,-3.591
molid589,CC(OC(=O)C)OC(=O)C,-8.006
molid590,c1c(c(=O)[nH]c(=O)[nH]1)Cl,-16.612000000000002
molid591,CC(=C)c1ccccc1,-0.6509999999999999
molid592,CCC(C)C,2.59
molid593,CCCCO[N+](=O)[O-],-1.9380000000000002
molid594,c1ccc(cc1)Br,-0.9470000000000001
molid595,CC(Cl)(Cl)Cl,0.505
molid596,CC(=C)[C@H]1CCC(=CC1)C=O,-3.591
molid597,Cc1ccccc1[N+](=O)[O-],-3.133
molid598,CCCCCCCI,0.228
molid599,c1cc2ccc3cccc4c3c2c(c1)cc4,-6.79
molid600,CCCCCCl,1.084
molid601,CC(C)COC(=O)C,-2.8960000000000004
molid602,CCC(C)(C)C,2.495
molid603,c1cc(ccc1N)N(=O)=O,-9.416
molid604,COC(=O)CC#N,-6.36
molid605,COc1ccc(cc1)N,-7.016
molid606,CC(C)Cc1ccccc1,-0.257
molid607,c1ccc(cc1)c2c(cc(cc2Cl)Cl)Cl,-1.151
molid608,CN,-3.583
molid609,c1ccc(c(c1)O)Cl,-3.3169999999999997
molid610,c1ccc2c(c1)C(=O)c3ccc(cc3C2=O)N,-13.895
molid611,C(=C\Cl)\Cl,1.156
molid612,CCCCC(=O)C,-3.0060000000000002
molid613,C(CO[N+](=O)[O-])O[N+](=O)[O-],-6.227
molid614,c1ccc(c(c1)O)F,-3.346
molid615,Cc1c(nc(nc1OC(=O)N(C)C)N(C)C)C,-13.87
molid616,C=Cc1ccccc1,-1.078
molid617,CCOP(=O)(OCC)OCC,-10.251
molid618,C(C(F)(F)F)O,-3.8089999999999997
molid619,CCCCOC[C@H](C)O,-3.891
molid620,CCCO,-3.33
molid621,Cc1ccccc1C,-0.851
molid622,CC(C)(C)C,2.506
molid623,CCCC#C,0.47
molid624,c1ccc2c(c1)C(=O)NC2=O,-11.825
molid625,CCCCI,-0.223
molid626,Cc1ccc(cc1)O,-5.579
molid627,CC(C)I,-0.49200000000000005
molid628,COc1ccccc1O,-4.746
molid629,C1CC=CC1,1.23
molid630,C[C@H](C(F)(F)F)O,-3.486
molid631,CCCN,-3.053
molid632,c1ccc(c(c1)[N+](=O)[O-])O,-5.667000000000001
molid633,Cc1cccc2c1cccc2,-3.2119999999999997
molid634,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl,0.379
molid635,CCCCC/C=C/C=O,-2.7060000000000004
molid636,CCCCCCC#C,0.8320000000000001
molid637,CCOP(=S)(OCC)Oc1cc(nc(n1)C(C)C)C,-10.753
molid638,CCCCCCCC(=O)OC,-3.035
molid639,C1CCNC1,-4.2780000000000005
molid640,c1cc(ccc1C=O)O,-10.05
molid641,CCCCCCCCl,1.4669999999999999
molid642,C1COCCO1,-4.269
